dataset,TwitterDatasets/Twitter_394t_46486w
7958,0.48
7959,0.49
7960,0.47485569
7961,-0.47
7962,0.48
7963,-0.04
7964,0.00896808
7965,-0.45
7966,-0.47
7967,-0.12
7968,0.46050768
7969,-0.01
7970,0.48
7971,0.49
7972,-0.47
7973,0.04
7974,0.48
7975,-0.44
7976,-0.44072774
7977,-0.01040548
7978,0.48936519
7979,-0.0964416
7980,-0.46
7981,-0.325
7982,0.49
7983,-0.29983619
7984,-0.37316351
7985,0.48
7986,0.01
7987,-0.4663912
7988,-0.46
7989,-0.11
7990,-0.05127231
7991,-0.40774502
7992,0.35
7993,0.49
7994,0.02
7995,-0.32
7996,-0.16509772
7997,0.47968435
7998,-0.4
7999,0.36
8000,-0.11213332
8001,0.46
8002,0.48
8003,-0.27
8004,-0.38
8005,0.47
8006,-0.13
8007,0.48
8008,0.20175462
8009,0.1
8010,-0.11631378
8011,-0.46
8012,0.16
8013,-0.47
8014,-0.47
8015,-0.35501442
8016,-0.019937
8017,0.03
8018,-0.03
8019,0.49
8020,-0.47
8021,-0.23544439
8022,-0.32785966
8023,-0.26091561
8024,0.49999285
8025,-0.01000715
8026,0.09999285
8027,-0.02000179
8028,-0.39151645
8029,0.41999285
8030,0.16999285
8031,-0.23563193
8032,0.07999285
8033,-0.25000715
8034,0.49999285
8035,-0.20500179
8036,0.05919572
8037,0.26499642
8038,0.47499642
8039,0.00999285
8040,-0.46000715
8041,-0.45000715
8042,0.50999285
8043,0.00999285
8044,0.04999285
8045,-0.02000715
8046,-0.40000715
8047,0.31097438
8048,-0.16000715
8049,-0.10000715
8050,0.49999285
8051,0.46999285
8052,0.52865605
8053,0.16999285
8054,-0.40000715
8055,0.01999285
8056,0.30916242
8057,0.48999285
8058,0.13999285
8059,0.01462477
8060,0.03252767
8061,-0.45000715
8062,-0.38156854
8063,-0.01000715
8064,-0.34000715
8065,0.37999285
8066,-0.03000358
8067,0.03666428
8068,0.23999285
8069,-0.45000715
8070,0.00999285
8071,0.02900705
8072,0.50999285
8073,0.05212791
8074,0.12999285
8075,0.17999285
8076,0.49999285
8077,-0.07500358
8078,-0.06000715
8079,-0.43796163
8080,-0.35000715
8081,-0.05464901
8082,-0.42978087
8083,-0.07471293
8084,0.12999285
8085,-0.43000715
8086,-0.07000715
8087,0.08999285
8088,-0.34000715
8089,-0.12377658
8090,-0.24000715
8091,-0.41000715
8092,0.41977976
8093,-0.05214191
8094,0.49948822
8095,0.49999285
8096,-0.16814093
8097,-0.01500358
8098,-0.46000715
8099,-0.24992912
8100,-0.31000715
8101,-0.45000715
8102,-0.45000715
8103,-0.44000715
8104,-0.38316434
8105,-0.38930605
8106,-0.12000715
8107,-0.42696929
8108,-0.15000715
8109,0.50999285
8110,0.34999285
8111,-0.06000715
8112,-0.19065851
8113,0.50999285
8114,0.00970188
8115,-0.44485178
8116,0.16491936
8117,0.35
8118,0.17005342
8119,-0.50890997
8120,0.05547983
8121,-0.5
8122,-0.47278082
8123,0.1325
8124,-0.51
8125,-0.22484676
8126,0.38673984
8127,0.37134103
8128,-0.03928087
8129,-0.26
8130,0.4019306
8131,-0.01
8132,-0.0149971
8133,0.45
8134,-0.04
8135,-0.00562604
8136,-0.49925218
8137,0.20510225
8138,0.20745746
8139,0.10130736
8140,0.126
8141,0.13922737
8142,-0.52
8143,0.45
8144,0.3
8145,-0.51
8146,0.45
8147,-0.00111256
8148,0.43
8149,0.16333333
8150,-0.04
8151,-0.02
8152,-0.09
8153,0.44
8154,0.44
8155,-0.5
8156,-0.16
8157,0.42543687
8158,0.405
8159,-0.25618153
8160,-0.07
8161,0.4
8162,-0.41
8163,-0.46
8164,-0.05
8165,-0.12608086
8166,0.03
8167,0.05301921
8168,0.45
8169,0.46766304
8170,0.43875461
8171,-0.27182403
8172,0.253192
8173,-0.12
8174,-0.06
8175,-0.51
8176,-0.5
8177,-0.04
8178,0.11666667
8179,0.15884498
8180,0.44
8181,-0.02882487
8182,-0.36
8183,-0.52
8184,0.17
8185,0.44
8186,-0.04850431
8187,-0.35291207
8188,-0.47459147
8189,-0.1
8190,-0.38
8191,0.45
8192,0.42750337
8193,0.39
8194,-0.13260788
8195,-0.1
8196,-0.13628924
8197,0.45
8198,-0.04929816
8199,-0.16
8200,-0.34
8201,0.48694669
8202,-0.25
8203,-0.51
8204,-0.13
8205,-0.49
8206,0.08
8207,0.03
8208,-0.4
8209,-0.51
8210,0.45
8211,0.17
8212,-0.41
8213,-0.02
8214,0.44
8215,-0.42055472
8216,-0.07005776
8217,-0.48
8218,0.28093136
8219,0.12
8220,-0.0140664
8221,-0.05
8222,-0.31
8223,-0.08
8224,0.49490228
8225,0.44
8226,-0.29
8227,0.33251441
8228,0.43508846
8229,-0.12101603
8230,-0.07
8231,0.45
8232,-0.42
8233,-0.07931292
8234,0.33429368
8235,0.37896954
8236,-0.1924937
8237,0.01088616
8238,-0.42
8239,0.
8240,0.00849905
8241,-0.35
8242,-0.32398892
8243,-0.51
8244,0.22110893
8245,-0.45427265
8246,-0.41427265
8247,-0.01427265
8248,-0.13394183
8249,0.26572735
8250,-0.09730703
8251,-0.06522585
8252,-0.42884409
8253,0.49572735
8254,0.47825387
8255,-0.46376359
8256,0.1351773
8257,-0.34817008
8258,-0.20925343
8259,-0.08427265
8260,-0.11713633
8261,-0.29427265
8262,-0.07427265
8263,0.48572735
8264,-0.26312649
8265,0.0998899
8266,0.17342068
8267,-0.16628768
8268,-0.15427265
8269,-0.37996596
8270,-0.34713633
8271,0.17870184
8272,0.14
8273,0.518
8274,0.03
8275,0.48
8276,-0.28737276
8277,0.1
8278,-0.24
8279,0.16
8280,0.03
8281,0.04
8282,-0.1
8283,0.39987222
8284,0.
8285,-0.3
8286,0.15
8287,-0.27
8288,-0.27003257
8289,-0.18
8290,-0.04
8291,-0.28
8292,-0.16
8293,-0.17476151
8294,-0.26
8295,-0.31
8296,-0.00233786
8297,-0.3
8298,-0.23
8299,-0.27
8300,-0.3
8301,-0.23
8302,0.13784588
8303,-0.05
8304,0.32
8305,-0.21556257
8306,0.38084767
8307,-0.3
8308,0.14971912
8309,0.27463064
8310,-0.27
8311,0.02
8312,0.02
8313,0.08884158
8314,-0.3002998
8315,0.10222842
8316,0.048237
8317,0.18
8318,-0.3
8319,0.01
8320,-0.3
8321,0.43149082
8322,0.4485638
8323,-0.23526151
8324,0.17
8325,-0.23362839
8326,0.04250798
8327,-0.3
8328,-0.23
8329,-0.3
8330,-0.06778916
8331,-0.3
8332,0.08
8333,-0.30325661
8334,0.16
8335,-0.25779984
8336,-0.3
8337,-0.29
8338,0.66
8339,0.12
8340,-0.28862872
8341,-0.3
8342,-0.3
8343,-0.3
8344,-0.03
8345,0.09737374
8346,-0.14037313
8347,-0.27
8348,0.04316165
8349,0.19360995
8350,-0.06
8351,-0.28
8352,-0.31
8353,-0.25
8354,0.1321172
8355,-0.16956158
8356,-0.24
8357,-0.30435897
8358,-0.28238095
8359,0.3325
8360,0.05
8361,-0.34364888
8362,-0.28980185
8363,0.65
8364,0.32
8365,0.09564495
8366,0.11
8367,-0.26
8368,0.05
8369,-0.3
8370,0.1
8371,0.12
8372,-0.3
8373,0.19
8374,-0.35640504
8375,0.06
8376,-0.3
8377,0.1164682
8378,-0.16
8379,0.10947138
8380,-0.07
8381,0.66
8382,-0.29
8383,-0.28
8384,-0.08
8385,-0.29
8386,0.2387971
8387,-0.24
8388,-0.29
8389,0.05
8390,-0.26
8391,-0.24784959
8392,0.01370332
8393,-0.27
8394,-0.07
8395,0.61
8396,0.58
8397,0.13
8398,-0.28049443
8399,-0.31
8400,-0.07
8401,-0.31
8402,-0.06
8403,0.24
8404,-0.29
8405,0.14
8406,0.15
8407,0.14
8408,0.17
8409,0.40842423
8410,0.01
8411,0.23
8412,0.13
8413,0.64
8414,0.65
8415,0.57934778
8416,-0.3
8417,-0.2669484
8418,-0.06
8419,-0.28
8420,-0.2954505
8421,0.65
8422,0.18
8423,-0.31
8424,0.51
8425,-0.19
8426,-0.07
8427,-0.215
8428,0.4
8429,-0.3
8430,0.07969346
8431,0.04
8432,0.60203501
8433,-0.32
8434,0.16
8435,0.6
8436,0.11576423
8437,-0.00859665
8438,-0.30596546
8439,-0.34
8440,0.1
8441,-0.34
8442,-0.04
8443,0.54013174
8444,0.
8445,-0.04
8446,-0.18
8447,0.34
8448,0.61
8449,0.02
8450,0.14
8451,0.14
8452,0.13
8453,0.61
8454,-0.32
8455,0.08
8456,-0.01
8457,0.15
8458,0.23
8459,-0.07983619
8460,-0.10989243
8461,0.09332372
8462,0.2
8463,-0.09
8464,0.6
8465,-0.35
8466,0.6
8467,-0.06
8468,0.36334174
8469,0.03
8470,0.3
8471,0.09
8472,0.03
8473,0.14177438
8474,0.07
8475,0.08
8476,0.06
8477,0.58
8478,0.61
8479,0.28
8480,0.1275
8481,0.07
8482,0.12
8483,0.6
8484,0.29761715
8485,0.59
8486,-0.34824859
8487,0.12
8488,0.16
8489,-0.09
8490,-0.35
8491,0.02
8492,-0.15
8493,0.15180925
8494,-0.34
8495,0.26
8496,0.07666667
8497,-0.34930614
8498,0.13
8499,-0.13
8500,-0.13
8501,0.155
8502,0.26
8503,0.19
8504,-0.35
8505,-0.35
8506,0.54
8507,-0.34
8508,-0.35
8509,-0.17
8510,-0.33
8511,-0.05310566
8512,0.19931631
8513,0.26
8514,-0.31012627
8515,-0.34052052
8516,-0.378
8517,-0.35
8518,-0.13997043
8519,-0.31
8520,-0.35
8521,-0.35
8522,-0.34
8523,-0.35
8524,0.15
8525,0.54233683
8526,0.19
8527,-0.21
8528,0.1
8529,-0.29
8530,0.2
8531,0.02
8532,-0.32
8533,0.17
8534,-0.34
8535,-0.35
8536,-0.31
8537,-0.35
8538,-0.125
8539,-0.34
8540,-0.35
8541,-0.31
8542,-0.295
8543,0.09
8544,-0.33
8545,0.41
8546,-0.32
8547,-0.35
8548,-0.31
8549,-0.34
8550,-0.27
8551,0.09384082
8552,-0.35
8553,-0.36
8554,-0.36
8555,-0.145
8556,-0.34
8557,-0.35
8558,-0.335
8559,-0.04
8560,-0.12644928
8561,-0.35
8562,-0.35
8563,-0.34
8564,0.11
8565,0.51
8566,-0.35
8567,0.09
8568,-0.11241072
8569,-0.35
8570,-0.28
8571,0.61
8572,-0.14333333
8573,-0.34899528
8574,-0.34399878
8575,0.32
8576,-0.35
8577,0.44
8578,0.26862065
8579,-0.34992222
8580,-0.09248406
8581,0.03457502
8582,0.30593624
8583,0.45054946
8584,0.11
8585,-0.18
8586,-0.44
8587,-0.03
8588,-0.215
8589,0.46
8590,0.
8591,0.49308516
8592,-0.376176
8593,-0.09
8594,0.35
8595,0.52
8596,-0.28930512
8597,-0.4
8598,0.06
8599,0.2514259
8600,0.51789823
8601,0.52
8602,-0.08
8603,0.325
8604,0.11
8605,0.33940163
8606,-0.31066665
8607,-0.44
8608,-0.43
8609,0.53
8610,-0.39103701
8611,0.13
8612,0.52
8613,-0.02
8614,0.04
8615,0.52
8616,-0.05666667
8617,-0.43
8618,0.22
8619,0.04
8620,0.46774715
8621,0.51
8622,0.09227041
8623,-0.375
8624,-0.41
8625,-0.445
8626,-0.33
8627,-0.245
8628,-0.04
8629,-0.34
8630,-0.025
8631,-0.28
8632,0.48
8633,0.07
8634,0.51
8635,0.14
8636,-0.44
8637,0.09
8638,-0.27
8639,0.03973036
8640,-0.1
8641,-0.005
8642,0.12666667
8643,0.16466734
8644,0.05
8645,-0.42
8646,0.06
8647,-0.15595537
8648,-0.26333333
8649,0.53
8650,0.05
8651,0.16677424
8652,-0.01
8653,0.53
8654,-0.17888889
8655,-0.05
8656,-0.37
8657,0.09
8658,-0.33
8659,0.01921854
8660,-0.3775
8661,-0.37
8662,-0.43
8663,0.52665119
8664,-0.42
8665,-0.42
8666,-0.15015454
8667,-0.08350825
8668,-0.44
8669,-0.105
8670,0.46677326
8671,0.07
8672,-0.26
8673,0.08
8674,-0.42
8675,0.51
8676,-0.28
8677,0.53
8678,-5.55614331e-17
8679,-0.43
8680,-0.43
8681,-0.39
8682,0.13113476
8683,0.14
8684,-0.2
8685,-0.13989161
8686,-0.27
8687,0.07423453
8688,-0.41333333
8689,0.18
8690,-0.28
8691,-0.3
8692,-0.29
8693,-0.22636466
8694,-0.29
8695,0.36861403
8696,-0.06974912
8697,0.3
8698,0.64
8699,0.12
8700,0.26
8701,0.
8702,-0.12
8703,-0.3
8704,0.66
8705,-0.19333333
8706,0.25
8707,0.03
8708,-0.16
8709,0.18
8710,-0.02
8711,0.01
8712,0.25000294
8713,-0.27
8714,-0.23007846
8715,0.09
8716,0.14060856
8717,0.12119812
8718,-0.04
8719,-0.07001442
8720,-0.06999213
8721,0.15534114
8722,0.19
8723,-0.22695767
8724,0.03
8725,-0.29
8726,0.01760275
8727,0.085
8728,0.16
8729,-0.29060459
8730,-0.3
8731,0.21
8732,-0.35659444
8733,0.08
8734,-0.29283427
8735,0.1
8736,-0.3
8737,-0.3
8738,-0.28208491
8739,-0.12
8740,0.34
8741,0.03121851
8742,-0.20636133
8743,-0.3
8744,-0.22
8745,-0.19
8746,0.04
8747,-0.27
8748,-0.25
8749,-0.09185974
8750,-0.15539971
8751,-0.27864584
8752,0.09
8753,0.05
8754,0.29
8755,0.04
8756,0.6
8757,-0.12
8758,-0.26
8759,0.17
8760,0.29
8761,0.65
8762,0.21
8763,-0.3
8764,-0.08009772
8765,-0.28
8766,-0.08
8767,-0.3
8768,-0.28
8769,0.08
8770,0.27
8771,0.6427497
8772,0.31
8773,-0.30169132
8774,-0.24
8775,-0.3
8776,0.13
8777,-0.29
8778,0.38
8779,0.24
8780,0.03118235
8781,0.3
8782,-0.28171283
8783,-0.09
8784,0.17
8785,-0.23
8786,0.06912675
8787,0.18
8788,0.
8789,-0.1
8790,0.05
8791,0.34228216
8792,-0.01509772
8793,0.29939516
8794,-0.29535723
8795,-0.07
8796,0.1
8797,0.25
8798,0.46
8799,0.24
8800,0.09
8801,-0.3
8802,-0.3
8803,0.53
8804,0.65
8805,0.08
8806,-0.14660633
8807,0.45
8808,0.14269472
8809,-0.31
8810,-0.23109162
8811,-0.3
8812,0.26
8813,-0.3
8814,-0.065
8815,0.63
8816,0.
8817,0.19
8818,-0.3
8819,0.22
8820,-0.03
8821,-0.14
8822,0.44
8823,-0.17
8824,-0.17
8825,0.06
8826,-0.17
8827,-0.27
8828,0.1280679
8829,0.39980455
8830,0.09980455
8831,0.00545943
8832,-0.34467621
8833,-0.32930307
8834,0.05980455
8835,-0.37788885
8836,-0.37019545
8837,0.56980455
8838,0.11683353
8839,-0.24019545
8840,0.56980455
8841,-0.37019545
8842,0.27980455
8843,-0.36319652
8844,-0.35509772
8845,0.05980455
8846,0.07490228
8847,-0.01019545
8848,0.02980455
8849,-0.30871033
8850,-0.13065946
8851,-0.38019545
8852,0.57980455
8853,0.05980455
8854,0.5201971
8855,-0.10339848
8856,-0.15011969
8857,0.01980455
8858,-0.38019545
8859,0.14980455
8860,0.54980455
8861,-0.18019545
8862,0.29980455
8863,0.57980455
8864,0.53490228
8865,-0.36287197
8866,-0.34019545
8867,-0.38019545
8868,-0.31299658
8869,0.01335888
8870,0.05373354
8871,0.2764099
8872,-0.05019545
8873,0.57980455
8874,0.28251193
8875,0.25980455
8876,-0.38019545
8877,0.01980455
8878,-0.36887479
8879,0.40857987
8880,-0.23656676
8881,-0.35155981
8882,0.45490228
8883,-0.38800859
8884,-0.13440768
8885,-0.34902164
8886,0.02980455
8887,0.44990228
8888,-0.21019545
8889,0.57980455
8890,0.3424788
8891,-0.25019545
8892,0.27980455
8893,-0.24019545
8894,0.56980455
8895,-0.24117245
8896,-0.04019545
8897,-0.37019545
8898,-0.38019545
8899,0.15980455
8900,-0.17017815
8901,0.49984364
8902,0.14638126
8903,0.15980455
8904,-0.06873341
8905,-0.30019545
8906,-0.01841312
8907,-0.30019545
8908,0.34980455
8909,0.08980455
8910,0.01286797
8911,0.55980455
8912,-0.33136213
8913,-0.31019545
8914,0.56806987
8915,0.18980455
8916,-0.35019545
8917,-0.27019545
8918,-0.29019545
8919,0.34490228
8920,-0.29019545
8921,0.55980455
8922,-0.27019545
8923,-0.37019545
8924,0.21980455
8925,0.56980455
8926,-0.34141582
8927,0.04980455
8928,0.48980455
8929,-0.38019545
8930,-0.04019545
8931,-0.25019545
8932,0.02980455
8933,-0.20009772
8934,0.08980455
8935,0.28980455
8936,0.08980455
8937,-0.37019545
8938,0.57980455
8939,-0.37019545
8940,-0.28019545
8941,-0.38019545
8942,0.10980455
8943,-0.37502117
8944,-0.25009772
8945,-0.05019545
8946,0.17980455
8947,-0.25066161
8948,0.11980455
8949,0.56980455
8950,-0.23019545
8951,0.57980455
8952,0.56980455
8953,0.48980455
8954,0.13980455
8955,-0.22019545
8956,-0.23
8957,0.4
8958,0.59
8959,0.08
8960,-0.33
8961,0.06990229
8962,0.42703447
8963,-0.35
8964,-0.28
8965,-0.22250457
8966,-0.34
8967,0.6
8968,0.32947453
8969,0.61
8970,0.13476819
8971,0.60683708
8972,0.28
8973,-0.35573507
8974,-0.01
8975,-0.35
8976,-0.33205615
8977,-0.14426399
8978,0.08012227
8979,-0.3306808
8980,-0.15236794
8981,0.06358227
8982,-0.195
8983,-0.34988447
8984,-0.33
8985,-0.35
8986,0.0220453
8987,-0.11831362
8988,-0.34
8989,0.18529302
8990,0.12185583
8991,0.58954203
8992,0.10563927
8993,0.08071968
8994,0.35
8995,-0.29546561
8996,0.33840924
8997,-0.16291387
8998,0.12291167
8999,-0.18
9000,-0.35
9001,-0.23
9002,-0.15
9003,0.16
9004,-0.17217217
9005,0.20938035
9006,0.12
9007,0.09842748
9008,-0.26772699
9009,-0.21922589
9010,0.38053412
9011,0.06
9012,-0.323419
9013,0.565
9014,0.245
9015,0.6
9016,0.01
9017,-0.31
9018,0.59
9019,0.2
9020,0.16
9021,-0.07979118
9022,0.02624815
9023,0.49183847
9024,-0.11099787
9025,-0.23142752
9026,-0.34
9027,0.16983925
9028,0.15811523
9029,-0.01114998
9030,0.6
9031,0.11
9032,0.05745891
9033,0.39598909
9034,0.48
9035,-0.35
9036,-0.37864846
9037,-0.02161878
9038,0.52942945
9039,-0.35
9040,-0.36
9041,-0.035
9042,-0.02589513
9043,-0.24
9044,-0.12
9045,-0.06
9046,0.55333333
9047,0.17
9048,0.56
9049,-0.3
9050,0.55
9051,-0.34
9052,0.
9053,-0.34
9054,-0.23
9055,-0.33148303
9056,-0.35
9057,0.04316929
9058,-0.34
9059,-0.25
9060,-0.15408203
9061,-0.34
9062,-0.13
9063,0.6
9064,-0.29
9065,-0.34
9066,-0.41666667
9067,-0.24906979
9068,-0.02876872
9069,0.58641801
9070,-0.35
9071,0.31289189
9072,-0.08154582
9073,-0.38
9074,0.02
9075,-0.03391234
9076,-0.00214688
9077,0.58
9078,0.58
9079,0.25475447
9080,-0.43903703
9081,0.04
9082,0.49633458
9083,-0.39
9084,0.58
9085,0.10718257
9086,-0.05713926
9087,-0.38
9088,0.25110645
9089,-0.06
9090,-0.37982981
9091,-0.16747797
9092,0.13
9093,-0.38
9094,-0.02
9095,-0.37
9096,0.4
9097,-0.37
9098,-0.38
9099,-0.36
9100,-0.04
9101,-0.37
9102,-0.37
9103,-0.37
9104,-0.31185748
9105,-0.39
9106,-0.205
9107,-0.36
9108,-0.38
9109,-0.19
9110,-0.36
9111,0.09
9112,-0.26
9113,0.13
9114,0.5771261
9115,-0.14
9116,0.285
9117,-0.18
9118,-0.26
9119,-0.13617047
9120,0.07
9121,-0.11292912
9122,-0.04
9123,0.09
9124,-0.01
9125,0.07
9126,0.06
9127,-0.35833657
9128,-0.1
9129,-0.31978732
9130,0.31670014
9131,0.27429729
9132,0.48
9133,0.09
9134,0.09
9135,0.11
9136,-0.23554301
9137,-0.22761015
9138,0.12110303
9139,-0.38
9140,0.01
9141,-0.24
9142,0.14
9143,-0.17
9144,-0.33
9145,-0.18
9146,-0.15
9147,0.16923985
9148,0.15024277
9149,0.57
9150,-0.38
9151,-0.15891825
9152,-0.35
9153,-0.34
9154,0.04
9155,0.24
9156,0.22436474
9157,-0.38
9158,-0.09
9159,-0.39
9160,0.07
9161,-0.33
9162,0.11
9163,0.56
9164,-0.14
9165,0.54
9166,-0.38
9167,-0.3782665
9168,-0.38
9169,0.54150047
9170,0.11
9171,0.16
9172,0.1
9173,-0.06
9174,-0.38
9175,0.13153986
9176,0.12911526
9177,-0.24
9178,0.11642294
9179,-0.35
9180,0.02321055
9181,0.08
9182,0.56
9183,0.12
9184,-0.22114656
9185,0.
9186,-0.27
9187,0.01529299
9188,0.11
9189,0.57
9190,0.12
9191,-0.38
9192,0.57
9193,-0.3
9194,-0.16
9195,-0.29
9196,0.57
9197,0.13
9198,-0.20156003
9199,-0.38
9200,-0.17
9201,-0.37
9202,0.58
9203,-0.17
9204,-0.34475701
9205,-0.33405543
9206,-0.38
9207,0.01
9208,-0.15588386
9209,0.18912348
9210,0.05060811
9211,0.11
9212,0.58
9213,0.08
9214,0.22103487
9215,0.04
9216,-0.33794212
9217,0.34097018
9218,0.57
9219,0.49
9220,-0.1199937
9221,0.50333333
9222,0.58
9223,-0.39
9224,0.46
9225,-0.5
9226,-0.4
9227,0.45
9228,0.09
9229,0.02
9230,-0.25693845
9231,-0.5
9232,0.46
9233,-0.00333333
9234,0.05
9235,0.23
9236,-0.11
9237,0.01
9238,0.46
9239,-0.01
9240,0.03
9241,0.03
9242,-0.12
9243,-0.01291079
9244,-0.08
9245,0.09664219
9246,-0.05801753
9247,-0.41
9248,-0.01
9249,0.08
9250,-0.01836496
9251,-0.13679955
9252,-0.28855004
9253,-0.48003644
9254,0.08
9255,0.05
9256,0.46
9257,0.08
9258,0.45
9259,0.1247878
9260,-0.03
9261,-0.5
9262,-0.29359266
9263,-0.01
9264,-0.5
9265,-0.05976735
9266,0.05
9267,-0.01
9268,0.05
9269,0.32
9270,0.01
9271,-0.49
9272,-0.37
9273,0.37
9274,-0.04921799
9275,0.36
9276,-0.5
9277,0.005
9278,-0.00502846
9279,-0.37
9280,-0.26
9281,-0.04
9282,0.41983226
9283,-0.19
9284,-0.2899916
9285,0.47768864
9286,-0.35794124
9287,0.45
9288,-0.08
9289,-0.36
9290,-0.5
9291,0.32
9292,0.45
9293,-0.5
9294,-0.01
9295,-0.2409798
9296,0.43
9297,0.4235754
9298,0.16
9299,-0.04
9300,-0.48
9301,0.42800386
9302,0.46
9303,-0.06
9304,0.1
9305,0.485
9306,0.45
9307,-0.13221601
9308,-0.44
9309,0.42
9310,-0.1
9311,-0.46
9312,-0.05
9313,-0.01
9314,-0.25
9315,0.38
9316,0.43114393
9317,-0.44669095
9318,-0.02
9319,-0.38
9320,-0.04
9321,-0.11426153
9322,-0.51
9323,0.45
9324,0.
9325,-0.19206622
9326,-0.49
9327,0.23
9328,-0.01
9329,0.03
9330,0.26
9331,-0.17
9332,0.42566333
9333,0.46
9334,0.47
9335,0.45
9336,0.08
9337,0.00616264
9338,-0.49
9339,0.2
9340,-0.255
9341,-0.5
9342,0.24
9343,0.45
9344,0.02
9345,0.45349716
9346,0.46
9347,0.08
9348,0.37
9349,-0.00196262
9350,-0.5
9351,0.40419481
9352,-0.43
9353,-0.01511327
9354,-0.115
9355,-0.36
9356,0.44
9357,0.29820494
9358,-0.39
9359,-0.46
9360,-0.09
9361,0.41027601
9362,0.07024009
9363,-0.11182283
9364,-0.39
9365,0.40953908
9366,0.44439634
9367,-0.29803455
9368,-0.04
9369,0.4144432
9370,-0.01
9371,0.49
9372,0.02
9373,-0.19
9374,-0.43
9375,0.49
9376,-0.02098754
9377,0.07
9378,-0.35204119
9379,-0.27
9380,-0.0786175
9381,0.
9382,-0.05571342
9383,-0.25217064
9384,-0.28
9385,-0.15266113
9386,-0.33823534
9387,-0.47
9388,0.24001252
9389,-0.03
9390,0.5
9391,0.24
9392,0.4575
9393,0.47376788
9394,-0.46
9395,0.00666667
9396,0.17
9397,-0.07
9398,-0.17
9399,0.
9400,0.02
9401,0.49
9402,0.26
9403,0.02
9404,-0.31
9405,-0.01794493
9406,0.32
9407,-0.05000004
9408,0.05
9409,0.48936325
9410,0.49
9411,0.
9412,0.1282603
9413,0.09
9414,-0.25783108
9415,0.15
9416,0.04
9417,-0.35425033
9418,-0.06
9419,0.07
9420,-0.13560637
9421,0.04667507
9422,-0.45
9423,0.49
9424,-0.45
9425,0.49
9426,-0.47
9427,-0.46
9428,0.09425263
9429,-0.06332475
9430,-0.33125488
9431,0.36
9432,0.08
9433,0.26770296
9434,0.49
9435,-0.368
9436,-0.4
9437,-0.06861063
9438,-0.38515481
9439,-0.03
9440,0.
9441,0.49
9442,-0.45
9443,-0.03
9444,-0.2
9445,0.5
9446,-0.45
9447,0.07
9448,-0.44
9449,0.22
9450,-0.04214995
9451,0.49
9452,-0.32
9453,-0.12294502
9454,0.05117865
9455,-0.03256793
9456,0.42
9457,0.03
9458,0.13
9459,-0.32
9460,0.08
9461,-0.46
9462,-0.08
9463,0.44712206
9464,-0.12
9465,-0.46
9466,0.03
9467,0.49
9468,0.49
9469,0.16532523
9470,-0.18579837
9471,0.01485299
9472,0.49114718
9473,0.06
9474,-0.186099
9475,0.205
9476,-0.35
9477,0.32
9478,-0.36
9479,-0.42
9480,0.12532926
9481,0.48
9482,0.14664123
9483,0.52
9484,0.045
9485,0.14
9486,0.01324646
9487,-0.18
9488,-0.24
9489,-0.29
9490,0.49942157
9491,-0.07
9492,-0.01
9493,0.06
9494,-0.04861188
9495,-0.32
9496,0.02
9497,-0.01602236
9498,-0.42
9499,-0.09
9500,-0.36
9501,0.01
9502,0.01
9503,0.53
9504,-0.405
9505,0.53
9506,-0.165
9507,0.5
9508,-0.34286102
9509,-0.38
9510,0.14
9511,-0.25
9512,-0.03
9513,0.05
9514,0.54
9515,0.54
9516,0.02437036
9517,0.00025942
9518,-0.43
9519,-0.19
9520,-0.31227755
9521,0.02000825
9522,-0.32547073
9523,0.26854875
9524,0.50275203
9525,-0.42
9526,0.0865284
9527,0.53
9528,0.015
9529,-0.115
9530,-0.129013
9531,0.54
9532,-0.03
9533,-0.41
9534,-0.41
9535,0.53
9536,-0.41
9537,-0.08050281
9538,0.15900738
9539,-0.33
9540,0.04
9541,0.
9542,-0.15159937
9543,0.4160033
9544,0.5
9545,0.05
9546,-0.32
9547,0.22
9548,0.24
9549,0.4703433
9550,-0.02581204
9551,0.54
9552,-0.41
9553,-0.09309611
9554,-0.02936362
9555,0.08
9556,0.12
9557,0.165
9558,0.25
9559,-0.41
9560,0.53
9561,0.15
9562,-0.02
9563,-0.04932954
9564,0.12
9565,-0.01
9566,-0.4
9567,-0.08
9568,-0.21
9569,-0.29
9570,0.26500302
9571,-0.42
9572,-0.19
9573,0.1
9574,0.01666667
9575,-0.23989401
9576,-0.41
9577,0.54
9578,-0.41
9579,0.03026201
9580,0.15
9581,0.11875622
9582,-0.34
9583,0.07794427
9584,-0.29995813
9585,0.18
9586,-0.42
9587,-0.09754516
9588,-0.12049317
9589,-0.07
9590,-0.33
9591,0.43
9592,-0.03
9593,-0.07
9594,-0.24444698
9595,0.
9596,0.28961911
9597,-0.17
9598,-0.30338695
9599,0.09
9600,-0.46
9601,0.43677535
9602,0.17
9603,-0.02
9604,-0.17666667
9605,-0.08959136
9606,0.03915033
9607,0.21997215
9608,0.44
9609,-0.01
9610,-0.36
9611,-0.02896073
9612,0.11
9613,0.24
9614,0.08
9615,0.4800126
9616,-0.05187256
9617,-0.04
9618,0.47
9619,0.35
9620,-0.47722395
9621,-0.02
9622,-0.18493482
9623,-0.3508224
9624,0.42
9625,0.47852533
9626,0.01388665
9627,-0.28
9628,0.04
9629,-0.34
9630,0.46840119
9631,0.47
9632,-0.48
